,2019,2020,2021,2022,2023,2024,total
5,0.5096803989187226,0.43297351519215627,0.48478330847918827,0.49886045666068296,0.49535153913199437,0.4612625210488833,0.45728224035801585
6,0.5336998790554076,0.4786417613986816,0.49923789108923483,0.49241479823765494,0.5092792309637106,0.42978963611440074,0.41555204200964196
7,0.5225100497360565,0.4612152709871585,0.5150844587392017,0.5558179486509877,0.5127577119344837,0.4527405516452575,0.44363421865116565
8,0.5317417502255686,0.5069355325970869,0.5178231190653031,0.4928919709686631,0.5211653982091259,0.5013688546916553,0.45214912221773595
9,0.5199617521903166,0.5109309614239091,0.5130448162210987,0.5059005108412853,0.5177338463022949,0.5118116869985349,0.44690600564244826
10,0.5365230561833738,0.5184941743808633,0.5421182514236409,0.5409105600609305,0.5236563579047555,0.500909634150128,0.4732975530183811
11,0.5483633176840137,0.5210897240136686,0.5473779165750834,0.5394666187312503,0.5066816945667831,0.4922789254801401,0.45102510794945344
12,0.5448781943704362,0.5222789771993418,0.5428078916270718,0.5211342914374703,0.5103030939132632,0.48563341418011197,0.4926138144826348
13,0.5315855709199556,0.5030386623284367,0.5276538983827542,0.5231137782889157,0.5113269954687435,0.4920310606605405,0.48769671613346455
14,0.520763808036451,0.5230287244068471,0.5385987541755608,0.554287486087912,0.5297746751849983,0.5112927332412209,0.49268959138575086
15,0.5241848482523672,0.5224901056990879,0.541955574832477,0.5470663724759389,0.5350619858510594,0.5079020031795455,0.5164780533319279
16,0.5281507437056172,0.52270671858945,0.5506935786701639,0.5610896951025905,0.5151632234478855,0.5275580536967093,0.5194898961644645
17,0.5470202484595734,0.5215442835053843,0.5459942971952675,0.5613751487855827,0.5432589870473619,0.5134659939361669,0.5168458860777144
18,0.5305087183766685,0.517696053833803,0.5555805137339827,0.5577981350084102,0.5319282287051463,0.5247866142514034,0.5144991423415569
19,0.5142184978923335,0.517839961286775,0.5540845449584413,0.5531678205327268,0.5321494099007357,0.5290613515704,0.5040162694721746
20,0.5308654264176331,0.5036306993484628,0.5327692109953063,0.5744059909402562,0.5347567950281185,0.5308528170300005,0.5247277170495297
21,0.5169151814074466,0.5306811157095095,0.5386832443909603,0.5593628108049878,0.5059226815057408,0.5217738740390088,0.5050292217881958
22,0.5058921369610347,0.5406474199163855,0.5470806225992374,0.5624530197532442,0.5453156220396153,0.51355420623161,0.49130008699714994
23,0.5298979867997072,0.5222546490261667,0.5673379668798804,0.5444047045119774,0.5352833811845589,0.5224327124405997,0.5129022734154688
24,0.5308524921148642,0.5546719053562558,0.5417071037775082,0.5518794854748551,0.5528707624370893,0.5117775874249337,0.50203255062275
25,0.5172180005646564,0.5511625356089438,0.5491368494362634,0.5444459715481075,0.5395794690506096,0.5034703843376475,0.5102971301874861
26,0.555788008985017,0.5373770483844649,0.5632573307543571,0.5281642522262289,0.49916670728162604,0.5288153745822408,0.48508288955715734
27,0.5288304569357892,0.5543458704881649,0.5415432125060056,0.5615493237669715,0.5119323255138952,0.5046955147176274,0.49815971933662256
28,0.5543103907239507,0.5359354850726692,0.5555201776124893,0.5409155027007696,0.5315414893405649,0.5182288448252079,0.5145044466337122
29,0.548645504549689,0.5244706483420606,0.5309210372599312,0.5412354605477849,0.5160675181825974,0.5183362722890883,0.48269915757156245
30,0.5451801659200284,0.5250433830323421,0.5484455984574765,0.5381572547751978,0.5316591843722968,0.5324057129521094,0.47748128326058553
31,0.5450117319441531,0.5262628146275767,0.5506308409867522,0.552276271785727,0.5267034491317487,0.5227435067399673,0.49453575934138044
32,0.5532071619934569,0.5405244644445582,0.5705905753978708,0.5599412823019139,0.5251988103734322,0.5263709747798998,0.48902413875669615
33,0.5275526706692647,0.5289269195975267,0.5468859845257633,0.575571968351236,0.5336752772336987,0.5219351405984907,0.46712127774961715
34,0.5314030584938401,0.5145087098422474,0.548242710562917,0.5342932254135978,0.5215134330505392,0.544238294327179,0.5153745920799623
35,0.5377896797200682,0.5366615556568645,0.536638575424408,0.5484678760354234,0.5137924981682206,0.5128699531184095,0.4896704762447115
36,0.5302169718147317,0.550217303262571,0.548495716283431,0.5535665355344486,0.5071053558291403,0.5146246228586064,0.49655657449908275
37,0.5552020644182816,0.5266236694984895,0.5237932481236497,0.5486601689262673,0.5299870843661807,0.5149639764377649,0.47318710459564567
38,0.5436440679633538,0.5310367557232835,0.5549484408409682,0.5401032184946096,0.5253569804263073,0.527955498892204,0.48118662035728027
39,0.528125170006727,0.5227776024608793,0.5487343245246443,0.5402503441392246,0.5381842725181466,0.5292726598335683,0.4936860334696577
40,0.5319011566910105,0.5371859000644801,0.5182938948376765,0.5691922240893188,0.5158105939573977,0.5071385696507106,0.504661101096322
